6 22 28 38 78 84 110 128 134 146 150 152 160 166
10 14 28 38 78 80 102 126 134 146 148 152 156 166
6 12 34 44 72 82 106 128 134 146 148 152 160 166
10 12 34 42 70 80 106 126 142 146 148 152 160 166
4 12 36 38 78 80 104 122 142 144 148 152 160 190
6 12 36 58 78 80 102 122 134 144 148 152 160 166
8 12 32 52 70 90 98 128 142 144 148 152 156 202
10 14 34 44 72 80 102 126 134 146 148 152 162 166
4 12 28 58 78 84 104 128 134 144 150 152 164 166
8 12 32 38 78 80 102 126 134 146 150 152 160 166
6 12 36 40 74 80 102 126 142 146 148 152 164 166
4 22 30 38 78 80 104 126 136 146 148 152 160 180
2 12 30 38 78 84 110 124 134 144 148 152 156 166
4 12 34 48 76 84 100 128 142 146 148 152 164 166
6 12 30 50 76 80 96 126 136 146 148 152 160
6 12 34 54 70 80 114 126 138 146 148 152 162 206
2 14 32 44 72 84 112 124 134 146 148 152 158 166
4 12 32 44 72 84 108 132 134 146 148 152 160 166
6 12 28 42 70 80 100 126 134 146 148 152 164 166
8 14 36 58 78 82 102 132 134 144 148 152 162 166
6 12 32 64 78 80 104 126 134 146 148 152 164 166
10 12 36 44 72 86 98 132 142 144 148 152 156 166
6 18 28 52 70 80 112 126 142 146 148 152 160 166
8 12 30 42 70 80 114 126 134 146 148 154 160 166
10 12 30 44 72 82 94 132 134 144 148 152 160 166
10 20 34 38 78 80 94 126 134 146 148 152 160 166
2 12 32 44 72 84 96 124 134 146 148 152 160 166
10 32 40 74 80 126 136 146 148 152 164 186
6 12 36 44 72 82 102 128 134 146 148 152 164 166
8 12 32 44 72 80 96 126 134 146 148 152 160 166
2 20 32 48 76 84 118 128 134 146 148 152 164 166
2 12 36 40 74 84 100 124 142 146 148 152 162 166
8 12 36 38 78 82 102 124 134 146 148 154 160 166
4 18 28 40 74 80 110 124 134 146 148 152 160 166
2 22 36 40 74 80 98 126 142 146 148 152 156 166
8 12 34 42 70 84 108 132 134 146 148 152 160 172
2 12 34 40 74 84 108 124 134 146 148 152 160 166
2 12 36 44 72 92 110 122 134 144 148 152 156 166
4 12 28 40 74 80 100 126 134 146 148 152 158
8 14 36 48 76 80 104 126 134 146 148 152 160 166
4 12 36 52 70 80 108 126 134 146 148 152 162 166
10 14 28 38 78 80 104 126 134 146 148 152 160 166
2 12 32 38 78 80 94 126 134 146 148 152 164 166
8 12 28 44 72 86 110 132 134 144 148 152 160 166
2 12 36 44 72 84 106 128 134 146 148 152 158 166
10 18 36 38 78 80 104 126 142 146 148 152 160 166
10 12 30 44 72 80 108 126 134 146 148 152 158 166
8 12 30 58 78 82 102 132 134 144 148 152 160 166
8 22 28 50 76 80 96 126 134 146 148 152 160 166
4 12 36 50 76 84 104 128 134 146 148 152 162 166
2 12 28 40 74 80 102 122 140 144 148 152 160 166
2 12 34 44 72 84 98 124 134 144 148 152 156
8 12 28 46 78 80 104 122 134 144 148 154 164 194
10 18 34 38 78 82 102 128 134 146 148 152 164 166
8 16 30 44 72 82 102 128 134 146 148 152 164 166
8 12 34 40 74 80 94 126 134 146 148 152 160 166
8 12 34 66 70 80 108 126 134 146 148 152 160 206
6 12 28 50 76 80 98 126 134 146 148 152 160 172
8 12 30 44 72 80 110 126 134 146 148 152 164 166
4 12 32 44 72 80 108 126 134 146 150 152 160 166
4 12 28 38 78 80 100 126 134 146 150 152 160 166
4 36 54 70 90 128 134 146 148 152 160
8 12 30 44 72 80 114 126 134 146 148 152 160 166
8 12 30 64 78 80 104 126 134 146 148 152 162 166
4 12 28 40 74 82 94 128 134 146 148 152 164 166
6 12 30 44 72 80 96 126 134 146 148 152 160 166
4 12 32 40 74 82 110 128 134 144 148 152 160 166
10 12 32 44 72 80 110 122 134 144 148 152 160 166
8 16 32 40 74 80 102 126 134 146 148 152 164 166
2 34 40 74 84 124 134 146 148 152 160 166
2 12 28 40 74 84 104 124 134 146 148 152 156 166
4 12 36 38 78 86 100 124 142 144 148 152 160 166
4 14 32 38 78 80 100 126 134 146 148 152 164 166
2 12 34 40 74 84 108 128 134 146 148 152 160 166
10 12 30 40 74 80 104 130 134 146 148 152 156 166
4 12 34 44 72 84 98 124 134 146 148 152 160 206
6 12 28 48 76 80 110 126 134 146 148 152 160 166
10 34 62 70 80 126 134 146 148 152 156 166
2 12 36 42 70 84 98 124 134 144 148 152 156 166
4 20 30 54 70 80 112 126 134 146 148 152 160 166
2 12 36 44 72 84 100 128 134 146 148 152 156 166
10 12 36 38 78 80 98 126 134 146 148 152 160 190
8 12 28 44 72 80 98 122 134 144 148 152 160 166
10 12 32 44 72 80 100 126 134 146 148 152 164 166
8 12 36 44 72 82 96 128 134 144 150 152 160 166
10 12 36 44 72 82 100 124 134 144 148 152 158 166
8 20 36 44 72 80 118 126 134 146 148 152 160 166
6 12 34 58 78 80 104 126 134 146 148 152 164 166
4 12 28 52 70 84 100 128 134 146 148 152 160 166
8 18 36 64 78 84 104 128 134 144 148 152 164 166
10 12 34 50 76 80 104 126 134 146 148 152 160 166
6 12 36 40 74 82 96 132 134 144 148 152 160 166
4 12 34 40 74 82 108 132 142 144 148 152 156 166
4 12 30 44 72 80 100 122 136 144 148 154 158
6 20 34 38 78 80 118 126 134 146 148 152 160 166
4 20 30 40 74 84 106 128 134 146 148 152 164 166
8 14 32 64 78 80 104 126 134 146 148 154 164 166
6 12 34 40 74 80 100 126 134 146 148 152 164 166
8 12 32 48 76 82 102 132 134 144 148 152 160 170
4 18 34 44 72 84 98 124 142 146 148 152 160 166
10 12 30 58 78 80 102 126 134 146 148 152 160 166
8 12 34 38 78 80 102 126 134 146 150 152 164 166
8 14 30 58 78 84 104 128 134 144 148 152 164 166
2 12 32 40 74 84 94 124 134 144 148 152 160 166
4 12 28 44 72 84 96 128 134 146 148 152 160 166
4 16 36 44 72 80 96 126 134 146 150 152 160 166
2 36 62 70 84 124 134 144 150 152 156 166
4 12 32 42 70 84 106 124 134 146 148 152 160 166
4 20 32 44 72 84 110 128 134 144 148 152 160 166
